Race,PartName,Slot,Variant,Tier,Hand,PrimaryBone,SizeWxHxD_cm,MeshyPrompt,NegativePrompt
Barbarian,BRB_legs_A,Legs,A,light/cloth tier,,Bip001 R Foot001,20×16×14 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian greaves / leg armor / leggings. light/cloth tier variant A. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 14 cm deep. Placement: attaches to the Bip001 R Foot001 bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_arms_B,Arms,B,light/cloth tier,,Bip001 R Hand001,60×8×16 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian arm guards / bracers / sleeves. light/cloth tier variant B. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 60 cm wide × 8 cm tall × 16 cm deep. Placement: attaches to the Bip001 R Hand001 bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_legs_B,Legs,B,light/cloth tier,,Bip001 R Foot001,20×16×14 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian greaves / leg armor / leggings. light/cloth tier variant B. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 14 cm deep. Placement: attaches to the Bip001 R Foot001 bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_arms_C,Arms,C,medium/leather tier,,Bip001 R Forearm001,60×10×18 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian arm guards / bracers / sleeves. medium/leather tier variant C. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 60 cm wide × 10 cm tall × 18 cm deep. Placement: attaches to the Bip001 R Forearm001 bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_legs_C,Legs,C,medium/leather tier,,Bip001 R Foot001,20×16×14 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian greaves / leg armor / leggings. medium/leather tier variant C. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 14 cm deep. Placement: attaches to the Bip001 R Foot001 bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_staff_A,Staff,A,light/cloth tier,right,,69×7×9 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian magic staff with crystal/orb finial. light/cloth tier variant A. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 69 cm wide × 7 cm tall × 9 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_Bow,Bow,,,left,,54×3×12 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian recurve bow. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 54 cm wide × 3 cm tall × 12 cm deep. Placement: left hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_staff_C,Staff,C,medium/leather tier,right,,71×12×17 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian magic staff with crystal/orb finial. medium/leather tier variant C. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 71 cm wide × 12 cm tall × 17 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_staff_B,Staff,B,light/cloth tier,right,,72×8×15 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian magic staff with crystal/orb finial. light/cloth tier variant B. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 72 cm wide × 8 cm tall × 15 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_Shield_A,Shield,A,light/cloth tier,left,,5×21×21 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian kite/round shield. light/cloth tier variant A. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 5 cm wide × 21 cm tall × 21 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_Shield_C,Shield,C,medium/leather tier,left,,5×35×20 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian kite/round shield. medium/leather tier variant C. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 5 cm wide × 35 cm tall × 20 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_Shield_D,Shield,D,medium/leather tier,left,,5×28×27 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian kite/round shield. medium/leather tier variant D. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 5 cm wide × 28 cm tall × 27 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_Shield_B,Shield,B,light/cloth tier,left,,5×28×27 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian kite/round shield. light/cloth tier variant B. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 5 cm wide × 28 cm tall × 27 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_sword_A,Sword,A,light/cloth tier,right,,45×4×10 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian one-handed sword. light/cloth tier variant A. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 45 cm wide × 4 cm tall × 10 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_spear,Spear,,,right,,77×3×7 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian long spear. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 77 cm wide × 3 cm tall × 7 cm deep. Placement: right hand grip, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_axe_A,Axe,A,light/cloth tier,right,,33×3×13 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian one-handed war axe. light/cloth tier variant A. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 33 cm wide × 3 cm tall × 13 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_sword_B,Sword,B,light/cloth tier,right,,46×4×11 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian one-handed sword. light/cloth tier variant B. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 46 cm wide × 4 cm tall × 11 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_hammer_A,Hammer,A,light/cloth tier,right,,29×5×13 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian two-handed war hammer. light/cloth tier variant A. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 29 cm wide × 5 cm tall × 13 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_Dagger,Dagger,,,right,,33×3×6 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian dagger / short blade. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 33 cm wide × 3 cm tall × 6 cm deep. Placement: right hand reverse-grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Barbarian,BRB_weapon_axe_B,Axe,B,light/cloth tier,right,,43×4×20 cm (W×H×D),"A low-poly stylized 3D model: savage frost-clan barbarian one-handed war axe. light/cloth tier variant B. Materials/feel: fur, hide, bone, rough iron. Color palette: rust red, bone white, dark steel. Style: crude tribal, blood-soaked, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 43 cm wide × 4 cm tall × 20 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
